Nation,LAD,MSOA,LSOA.DZ.CD,LSOA.DZ.NM,Under.35,Over.65,EPC,Median.Income,Tenure,Typology,Unemployment,Rurality,House.value,Fuel.Type,Fuel.consumption.total,Floor.area,Gas.flag,Number.cars,Urban.trips,Total.vkm,Urban.vkm
Eng/Wales,E07000181,E02005997,E01028777,-,0.30,0.27,4,37600,1,2,0.02,2,440000,1,24118,89,1,1,145,7645,1529
Eng/Wales,E07000187,E02006058,E01029055,-,0.36,0.25,4,32400,1,2,0.01,1,317500,1,21960,100,1,2,950,13532,8969
Eng/Wales,E06000051,E02006040,E01028960,-,0.28,0.29,5,34500,1,2,0.01,2,370000,1,34481,127,0,2,262,17071,3414
Eng/Wales,E07000180,E02005979,E01028742,-,0.43,0.18,2,38100,1,1,0.02,1,365000,1,15120,72,1,1,494,5806,3849
Eng/Wales,E06000051,E02006030,E01028983,-,0.46,0.15,3,30200,1,1,0.04,1,131250,1,16380,78,1,1,1128,14979,9928
Eng/Wales,E07000181,E02005997,E01028778,-,0.33,0.30,4,37600,1,1,0.02,2,357500,1,20017,81,1,1,188,8774,1755
Eng/Wales,E07000187,E02006052,E01029056,-,0.31,0.28,4,35000,1,2,0.01,2,290000,1,23072,98,1,2,253,12699,2540
Eng/Wales,E06000051,E02006040,E01028961,-,0.39,0.20,5,34500,1,2,0.01,2,377625,1,31661,123,0,2,290,18620,3724
Eng/Wales,E07000180,E02005980,E01028743,-,0.59,0.16,4,37300,1,2,0.01,2,325000,1,18963,82,1,1,203,8490,1698
Eng/Wales,E06000051,E02006036,E01028984,-,0.33,0.26,3,33800,1,3,0.03,1,176000,3,15837,69,1,1,721,8884,5889
Eng/Wales,E07000181,E02005997,E01028779,-,0.32,0.27,4,37600,1,2,0.02,2,750000,3,23328,96,1,2,234,10305,2061
Eng/Wales,E07000187,E02006047,E01029057,-,0.31,0.27,4,36400,1,2,0.02,2,437500,1,26840,110,0,2,232,12791,2558
Eng/Wales,E06000051,E02006037,E01028962,-,0.45,0.14,3,34100,2,1,0.06,1,152500,1,16209,76,1,1,1018,11646,7719
Eng/Wales,E07000180,E02005980,E01028744,-,0.31,0.26,4,37300,1,2,0.01,2,436500,1,23360,101,1,2,205,6613,1323
Eng/Wales,E06000051,E02006035,E01028985,-,0.28,0.33,4,33100,1,1,0.02,1,192500,1,18141,73,1,1,801,10550,6993
Eng/Wales,E07000181,E02005993,E01028780,-,0.32,0.28,3,34200,1,3,0.01,2,289950,3,15688,74,1,1,212,11896,2379
Eng/Wales,E07000187,E02006056,E01029058,-,0.34,0.26,5,33200,1,2,0.02,2,350000,1,28400,100,0,2,243,11353,2270
Eng/Wales,E06000051,E02006037,E01028963,-,0.34,0.28,4,34100,1,2,0.02,1,264000,1,25634,101,1,2,816,11486,7613
Eng/Wales,E07000180,E02006886,E01028745,-,0.37,0.21,4,35300,1,2,0.01,2,360000,1,20544,107,1,2,237,15081,3016
Eng/Wales,E06000051,E02006036,E01028986,-,0.40,0.23,2,33800,1,1,0.02,1,231000,1,8178,87,1,2,1104,15369,10187
Eng/Wales,E07000181,E02005993,E01028781,-,0.52,0.14,2,34200,1,1,0.03,2,385000,1,13410,80,1,2,316,15983,3196
Eng/Wales,E07000187,E02006059,E01029059,-,0.30,0.30,4,36400,1,2,0.02,2,372500,1,29992,120,0,2,261,11601,2320
Eng/Wales,E06000051,E02006037,E01028964,-,0.35,0.25,2,34100,1,2,0.02,1,260000,1,19380,95,1,2,927,12784,8474
Eng/Wales,E07000180,E02006886,E01028746,-,0.37,0.24,4,35300,1,2,0.01,2,439960,3,22684,106,1,2,235,12833,2566
Eng/Wales,E06000051,E02006032,E01028988,-,0.39,0.16,4,29300,1,1,0.03,1,181250,3,24229,85,1,1,852,12210,8093
Eng/Wales,E07000181,E02005993,E01028782,-,0.31,0.27,4,34200,1,1,0.02,2,336000,3,21480,86,1,2,243,13130,2626
Eng/Wales,E07000187,E02006051,E01029060,-,0.32,0.27,4,35100,1,2,0.02,2,329500,1,28178,113,0,2,288,14233,2846
Eng/Wales,E06000051,E02006032,E01028965,-,0.39,0.25,4,29300,1,1,0.03,1,175000,1,15535,65,1,1,906,10877,7210
Eng/Wales,E06000051,E02006032,E01028966,-,0.36,0.25,4,29300,1,1,0.01,1,215500,1,19140,87,1,2,1104,15144,10038
Eng/Wales,E06000051,E02006032,E01028967,-,0.46,0.17,3,29300,2,3,0.04,1,134000,1,15768,72,1,1,884,9477,6282
Eng/Wales,E06000051,E02006032,E01028968,-,0.44,0.20,3,29300,1,1,0.02,1,167000,1,14931,79,1,2,1047,12115,8030
Eng/Wales,E06000051,E02006028,E01028969,-,0.35,0.23,4,32500,1,2,0.02,2,240000,1,25758,108,0,2,331,22182,4436
Eng/Wales,E06000051,E02006028,E01028970,-,0.26,0.37,4,32500,1,2,0.01,2,266250,1,22650,97,0,2,255,10947,2189
Eng/Wales,E06000051,E02006028,E01028971,-,0.35,0.27,4,32500,1,2,0.02,2,270000,1,24552,93,0,2,319,14107,2821
Eng/Wales,E06000051,E02006033,E01028972,-,0.36,0.25,4,33900,1,2,0.01,1,300000,1,24900,100,1,2,781,12103,8022
Eng/Wales,E06000051,E02006033,E01028973,-,0.38,0.22,4,33900,1,3,0.03,1,240000,1,19153,65,1,1,650,8926,5916
Eng/Wales,E06000051,E02006037,E01028974,-,0.52,0.15,4,34100,1,1,0.01,1,420000,1,32186,113,1,2,715,11138,7383
Eng/Wales,E06000051,E02006039,E01028975,-,0.39,0.24,4,32100,1,1,0.01,2,170000,1,21120,81,1,2,331,21569,4313
Eng/Wales,E06000051,E02006039,E01028976,-,0.27,0.32,4,32100,1,2,0.01,2,295000,3,26106,114,0,2,258,13816,2763
Eng/Wales,E06000051,E02006039,E01028977,-,0.32,0.32,4,32100,1,2,0.01,2,240000,1,21840,91,1,2,289,16318,3263
Eng/Wales,E06000051,E02006016,E01028881,-,0.27,0.33,5,33300,1,2,0.01,2,272000,1,29643,123,0,2,297,16155,3231
Eng/Wales,E07000180,E02005988,E01028721,-,0.41,0.15,4,36000,1,2,0.02,1,273750,1,16946,74,1,2,1112,16663,11044
Eng/Wales,E06000051,E02006011,E01028830,-,0.24,0.42,4,31800,1,3,0.02,1,173975,1,16758,63,1,1,569,11901,7889
Eng/Wales,E06000051,E02006016,E01028882,-,0.31,0.24,5,33300,1,2,0.03,2,300000,1,33148,134,0,2,295,17985,3597
Eng/Wales,E06000051,E02006022,E01028883,-,0.46,0.18,4,35100,1,2,0.02,2,227225,1,20680,94,1,2,321,18020,3604
Eng/Wales,E06000051,E02006011,E01028831,-,0.32,0.28,4,31800,1,2,0.02,1,350000,1,25123,98,1,2,954,18506,12266
Eng/Wales,E06000051,E02006022,E01028884,-,0.36,0.24,4,35100,1,2,0.02,2,185000,3,20050,83,1,2,310,17312,3462
Eng/Wales,E07000180,E02005988,E01028722,-,0.35,0.29,4,36000,1,2,0.02,1,300000,1,19669,88,1,2,839,13650,9047
Eng/Wales,E06000051,E02006012,E01028832,-,0.26,0.31,4,31600,1,3,0.02,1,175000,1,18169,63,1,1,632,12443,8247
Eng/Wales,E06000051,E02006019,E01028886,-,0.41,0.19,3,30300,1,1,0.03,2,147000,1,15343,67,1,1,263,15520,3104
Eng/Wales,E07000180,E02005988,E01028723,-,0.47,0.19,2,36000,1,1,0.02,1,334995,1,11000,88,1,2,856,12727,8436
Eng/Wales,E06000051,E02006012,E01028833,-,0.25,0.37,4,31600,1,1,0.03,1,260000,1,24384,81,1,2,636,11764,7798
Eng/Wales,E06000051,E02006019,E01028887,-,0.35,0.30,4,30300,1,2,0.02,2,235000,1,17595,85,1,1,296,19396,3879
Eng/Wales,E07000180,E02005988,E01028724,-,0.33,0.27,4,36000,1,2,0.01,1,250000,1,17845,83,1,2,950,13883,9202
Eng/Wales,E06000051,E02006012,E01028834,-,0.31,0.32,4,31600,1,1,0.02,1,237475,3,20145,79,1,2,864,14723,9759
Eng/Wales,E06000051,E02006021,E01028888,-,0.34,0.22,4,34800,1,2,0.02,2,297500,1,28072,121,0,2,327,19020,3804
Eng/Wales,E06000051,E02006019,E01028889,-,0.34,0.31,4,30300,1,2,0.02,2,190000,1,20427,73,1,2,335,23494,4698
Eng/Wales,E06000051,E02006019,E01028890,-,0.35,0.27,4,30300,1,2,0.03,2,158750,3,19110,70,1,1,237,13591,2718
Eng/Wales,E06000051,E02006015,E01028891,-,0.42,0.19,3,30100,1,3,0.03,2,96000,3,18157,67,1,1,227,12937,2587
Eng/Wales,E07000181,E02005993,E01028783,-,0.33,0.30,3,34200,1,3,0.02,2,260000,1,15325,65,1,1,181,9830,1966
Eng/Wales,E07000181,E02005999,E01028784,-,0.37,0.22,4,37800,1,2,0.02,1,377500,1,18900,90,1,2,974,12929,8570
Eng/Wales,E07000181,E02006003,E01028785,-,0.36,0.24,4,35600,1,3,0.02,2,320000,1,18694,76,1,1,243,10678,2135
Eng/Wales,E07000181,E02006003,E01028786,-,0.36,0.26,4,35600,1,1,0.02,2,395000,1,21808,94,1,1,234,9381,1876
Eng/Wales,E07000181,E02006003,E01028787,-,0.38,0.22,3,35600,1,1,0.02,2,460000,1,16400,80,1,2,248,10816,2163
Eng/Wales,E07000181,E02005998,E01028788,-,0.35,0.26,4,38500,1,1,0.02,2,355000,3,20836,90,1,2,197,9676,1935
Eng/Wales,E07000181,E02005998,E01028789,-,0.38,0.22,4,38500,1,2,0.02,2,350000,1,19170,90,1,2,273,14132,2826
Eng/Wales,E07000181,E02005998,E01028790,-,0.44,0.19,2,38500,1,1,0.02,2,518000,1,15576,88,1,2,263,11142,2228
Eng/Wales,E07000181,E02005998,E01028791,-,0.28,0.33,4,38500,1,2,0.01,2,393000,1,22158,103,1,2,235,10914,2183
Eng/Wales,E07000187,E02006055,E01029062,-,0.51,0.07,3,31400,3,3,0.06,1,122500,1,17580,60,1,1,987,12906,8554
Eng/Wales,E07000181,E02005999,E01028792,-,0.30,0.29,4,37800,1,2,0.01,2,452000,3,30157,115,1,2,255,12121,2424
Eng/Wales,E07000187,E02006055,E01029063,-,0.43,0.16,3,31400,1,1,0.02,1,233750,1,14230,77,1,2,1174,18108,12002
Eng/Wales,E07000181,E02005999,E01028793,-,0.34,0.23,4,37800,1,1,0.01,2,323000,1,23046,92,1,2,301,13148,2629
Eng/Wales,E07000187,E02006052,E01029064,-,0.38,0.23,4,35000,1,2,0.03,1,214000,1,20145,79,1,2,937,11820,7835
Eng/Wales,E07000181,E02005999,E01028794,-,0.29,0.29,4,37800,1,2,0.01,2,375000,3,23343,93,1,2,324,13404,2681
Eng/Wales,E07000187,E02006055,E01029065,-,0.39,0.20,4,31400,1,1,0.01,1,274000,1,17556,77,1,2,1284,16375,10854
Eng/Wales,E07000181,E02005994,E01028795,-,0.31,0.25,5,39100,1,2,0.02,2,325000,1,25245,99,0,2,235,13384,2677
Eng/Wales,E07000187,E02006055,E01029066,-,0.39,0.25,3,31400,1,1,0.02,1,215000,1,17846,72,1,2,1033,12784,8473
Eng/Wales,E07000181,E02005994,E01028796,-,0.42,0.23,5,39100,1,2,0.02,2,628125,1,26433,97,0,2,228,11386,2277
Eng/Wales,E07000187,E02006055,E01029067,-,0.42,0.22,3,31400,1,1,0.03,1,195000,1,16354,74,1,1,1060,14191,9406
Eng/Wales,E07000181,E02005994,E01028797,-,0.34,0.24,5,39100,1,2,0.02,2,345000,1,24308,96,0,2,279,16124,3225
Eng/Wales,E07000187,E02006048,E01029068,-,0.43,0.19,5,33400,1,1,0.02,2,263000,1,24926,87,0,2,324,15087,3017
Eng/Wales,E07000181,E02005995,E01028798,-,0.32,0.27,4,38900,1,2,0.01,2,350000,3,21953,89,1,2,256,14693,2938
Eng/Wales,E07000181,E02006001,E01028822,-,0.38,0.19,4,36400,1,2,0.01,1,283000,1,15620,71,1,2,1148,14011,9287
Eng/Wales,E07000181,E02005997,E01028799,-,0.34,0.25,4,37600,1,2,0.03,2,394000,1,20822,93,1,2,278,12626,2525
Eng/Wales,E06000051,E02006032,E01028989,-,0.45,0.17,4,29300,1,1,0.03,1,210000,1,17595,77,1,1,1056,13715,9091
Eng/Wales,E07000181,E02006003,E01028800,-,0.38,0.20,4,35600,1,1,0.03,2,338750,1,22352,88,0,2,289,13535,2707
Eng/Wales,E07000180,E02006886,E01028713,-,0.33,0.23,5,35300,1,2,0.01,2,450000,1,25300,100,0,2,235,13366,2673
Eng/Wales,E07000181,E02005996,E01028823,-,0.31,0.28,4,40300,1,3,0.02,2,500000,1,23579,84,1,1,137,8405,1681
Eng/Wales,E06000051,E02006042,E01028990,-,0.31,0.28,4,33400,1,2,0.01,2,345000,1,32918,125,0,2,271,16236,3247
Eng/Wales,E06000051,E02006023,E01028926,-,0.39,0.23,4,30200,1,1,0.03,2,159950,3,17866,72,1,2,337,17541,3508
Eng/Wales,E06000051,E02006041,E01028992,-,0.31,0.32,4,32300,1,1,0.02,2,232500,1,27058,83,0,1,191,10685,2137
Eng/Wales,E07000181,E02005996,E01028824,-,0.39,0.19,3,40300,1,1,0.02,2,350000,1,16642,83,1,1,210,11499,2300
Eng/Wales,E07000180,E02006886,E01028715,-,0.45,0.17,2,35300,1,2,0.02,2,331000,1,12540,95,1,2,288,20113,4022
Eng/Wales,E06000051,E02006018,E01028875,-,0.41,0.20,3,30400,1,2,0.02,1,225000,1,16095,87,1,2,1159,21136,14009
Eng/Wales,E07000181,E02005996,E01028825,-,0.35,0.24,4,40300,1,2,0.02,2,587250,1,26280,101,1,2,194,12357,2471
Eng/Wales,E06000051,E02006018,E01028876,-,0.42,0.22,3,30400,1,1,0.03,1,150000,1,18090,67,1,1,900,14657,9715
Eng/Wales,E07000180,E02005986,E01028716,-,0.48,0.11,2,35100,1,1,0.02,2,260000,1,10945,77,1,2,305,19962,3992
Eng/Wales,E06000051,E02006009,E01028826,-,0.30,0.29,4,34400,1,1,0.02,2,210000,1,20145,79,1,2,258,16602,3320
Eng/Wales,E06000051,E02006018,E01028877,-,0.34,0.29,4,30400,1,1,0.01,1,174250,1,21114,81,1,2,1033,18041,11958
Eng/Wales,E06000051,E02006026,E01028927,-,0.35,0.27,4,33000,1,2,0.02,2,249950,1,22187,97,1,2,313,18537,3707
Eng/Wales,E07000180,E02005986,E01028717,-,0.38,0.21,4,35100,1,3,0.02,2,208000,1,17160,65,1,1,212,12915,2583
Eng/Wales,E06000051,E02006043,E01028993,-,0.30,0.29,5,31000,1,2,0.01,2,321000,1,33557,110,0,2,294,20231,4046
Eng/Wales,E06000051,E02006009,E01028827,-,0.38,0.22,4,34400,1,1,0.03,2,215000,1,21328,86,1,2,307,19074,3814
Eng/Wales,E06000051,E02006018,E01028878,-,0.34,0.27,4,30400,1,2,0.02,1,167500,3,21912,88,1,2,859,13650,9047
Eng/Wales,E06000051,E02006026,E01028928,-,0.37,0.25,4,33000,1,1,0.02,2,185000,3,18447,78,1,2,336,17623,3524
Eng/Wales,E07000180,E02005986,E01028718,-,0.40,0.18,4,35100,1,3,0.03,2,215500,3,16863,73,1,1,251,14910,2982
Eng/Wales,E06000051,E02006044,E01028994,-,0.29,0.33,4,32500,1,2,0.02,2,258750,1,28032,96,0,2,253,16891,3378
Eng/Wales,E06000051,E02006013,E01028828,-,0.32,0.28,4,32900,1,1,0.02,2,215000,1,23056,88,0,2,299,19399,3879
Eng/Wales,E06000051,E02006018,E01028879,-,0.40,0.19,4,30400,1,1,0.02,1,178000,1,20202,78,1,1,952,15001,9943
Eng/Wales,E07000187,E02006060,E01029070,-,0.45,0.15,2,30300,1,3,0.02,1,220500,3,13650,78,1,1,882,13715,9091
Eng/Wales,E07000187,E02006060,E01029071,-,0.41,0.21,3,30300,1,1,0.02,1,170000,1,13481,63,1,1,877,11732,7776
Eng/Wales,E07000187,E02006060,E01029072,-,0.39,0.21,3,30300,1,1,0.03,1,217975,1,12272,59,1,1,821,11705,7758
Eng/Wales,E07000187,E02006060,E01029073,-,0.37,0.23,4,30300,1,1,0.03,1,227500,1,22870,88,1,1,723,9945,6592
Eng/Wales,E07000187,E02006058,E01029074,-,0.58,0.17,4,32400,1,2,0.02,1,358500,1,22437,109,1,2,909,13467,8926
Eng/Wales,E07000187,E02006060,E01029075,-,0.31,0.34,4,30300,1,1,0.01,1,224000,1,18624,80,1,1,732,10815,7169
Eng/Wales,E07000187,E02006058,E01029076,-,0.38,0.24,4,32400,1,1,0.02,1,230000,3,17905,85,1,2,1036,13847,9178
Eng/Wales,E07000187,E02006059,E01029077,-,0.31,0.26,5,36400,1,2,0.02,2,464000,1,33433,134,0,2,263,13175,2635
Eng/Wales,E07000187,E02006054,E01029078,-,0.28,0.36,4,32800,1,3,0.03,1,250000,1,19584,72,1,1,477,7411,4912
Eng/Wales,E07000187,E02006054,E01029079,-,0.34,0.26,3,32800,1,3,0.03,1,230000,1,14238,63,1,1,622,8313,5510
Eng/Wales,E07000187,E02006054,E01029080,-,0.36,0.24,4,32800,1,1,0.01,1,255500,3,17762,83,1,2,812,11362,7531
Eng/Wales,E07000187,E02006054,E01029081,-,0.34,0.29,2,32800,1,1,0.02,1,285000,1,14820,76,1,1,702,10234,6784
Eng/Wales,E07000187,E02006054,E01029082,-,0.25,0.38,4,32800,1,1,0.02,1,315000,1,22790,86,1,1,487,7421,4919
Eng/Wales,E07000187,E02006051,E01029083,-,0.37,0.35,4,35100,1,2,0.01,1,276500,1,21808,94,1,1,434,7615,5047
Eng/Wales,E07000187,E02006052,E01029084,-,0.32,0.29,4,35000,1,1,0.02,1,235000,1,19000,76,1,1,734,10132,6716
Eng/Wales,E07000188,E02006061,E01029085,-,0.34,0.24,4,34500,1,1,0.02,2,263000,1,20920,80,1,2,250,13135,2627
Eng/Wales,E07000181,E02006001,E01028820,-,0.51,0.11,2,36400,1,2,0.02,1,342500,1,8004,87,1,2,1109,15743,10435
Eng/Wales,E06000051,E02006028,E01028929,-,0.34,0.27,4,32500,1,1,0.01,1,262250,1,20088,81,1,2,1148,14730,9763
Eng/Wales,E07000180,E02005986,E01028719,-,0.31,0.33,4,35100,1,2,0.01,2,310825,1,22572,99,1,2,223,13251,2650
Eng/Wales,E06000051,E02006046,E01028995,-,0.32,0.30,4,31800,1,2,0.01,2,265000,1,20981,87,1,2,267,16245,3249
Eng/Wales,E07000190,E02006105,E01029300,-,0.46,0.16,2,33300,1,1,0.02,1,194997,1,9005,69,1,1,879,12789,8477
Eng/Wales,E07000190,E02006108,E01029301,-,0.31,0.35,4,35200,1,3,0.03,1,193750,1,15544,58,1,1,381,5391,3573
Eng/Wales,E07000190,E02006109,E01029302,-,0.35,0.26,4,38500,1,2,0.02,1,315000,1,24819,100,1,1,678,10032,6649
Eng/Wales,E07000190,E02006108,E01029303,-,0.31,0.34,4,35200,1,2,0.01,1,365000,3,21120,96,1,1,646,10400,6894
Eng/Wales,E07000190,E02006102,E01029304,-,0.40,0.23,3,28300,2,1,0.02,1,175000,1,14982,71,1,1,861,10656,7063
Eng/Wales,E07000190,E02006102,E01029305,-,0.36,0.24,4,28300,1,1,0.01,1,195000,1,17933,79,1,1,1000,12699,8417
Eng/Wales,E07000190,E02006100,E01029306,-,0.30,0.32,4,34000,1,1,0.02,1,260000,1,22339,93,1,1,857,9898,6561
Eng/Wales,E07000190,E02006102,E01029307,-,0.44,0.20,3,28300,2,1,0.01,1,159500,1,16926,78,1,1,1023,11901,7888
Eng/Wales,E07000190,E02006109,E01029308,-,0.33,0.30,4,38500,1,2,0.02,1,323000,1,25592,112,1,2,754,9955,6598
Eng/Wales,E07000190,E02006111,E01029310,-,0.32,0.35,4,33300,1,2,0.01,1,210000,1,22995,90,1,1,808,11638,7714
Eng/Wales,E07000190,E02006110,E01029311,-,0.45,0.16,2,30000,1,1,0.03,1,280000,1,13680,76,1,1,960,14380,9532
Eng/Wales,E07000190,E02006110,E01029312,-,0.35,0.24,4,30000,1,3,0.02,1,217000,1,22968,87,1,1,916,13594,9011
Eng/Wales,E07000190,E02006110,E01029313,-,0.43,0.15,4,30000,1,3,0.02,1,189000,1,18130,74,1,2,1080,15368,10187
Eng/Wales,E07000190,E02006111,E01029315,-,0.24,0.40,4,33300,1,2,0.02,1,212500,1,19380,85,1,1,717,10524,6976
Eng/Wales,E07000190,E02006110,E01029316,-,0.32,0.32,4,30000,1,1,0.02,1,167250,1,17928,63,1,1,798,10976,7275
Eng/Wales,E07000190,E02006104,E01029317,-,0.45,0.17,2,35600,1,2,0.01,1,220000,1,14166,82,1,2,1212,17544,11629
Eng/Wales,E07000190,E02006100,E01029319,-,0.49,0.10,3,34000,1,2,0.02,1,285495,1,15347,86,1,2,1192,18054,11967
Eng/Wales,E07000190,E02006101,E01029320,-,0.34,0.27,4,33100,1,3,0.01,2,240000,1,19578,78,1,1,249,12819,2564
Eng/Wales,E07000190,E02006101,E01029321,-,0.30,0.29,4,33100,1,2,0.01,2,281500,1,29645,121,0,2,250,12922,2584
Eng/Wales,E07000191,E02006114,E01029322,-,0.34,0.32,4,30200,1,1,0.02,1,285000,1,19450,81,1,1,630,10303,6829
Eng/Wales,E07000191,E02006113,E01029324,-,0.42,0.20,4,30300,1,1,0.03,1,181000,1,17862,78,1,1,861,12647,8382
Eng/Wales,E07000191,E02006117,E01029325,-,0.23,0.37,4,32000,1,2,0.02,2,225000,1,26220,95,0,2,215,10721,2144
Eng/Wales,E07000191,E02006115,E01029326,-,0.25,0.40,4,29100,1,2,0.02,2,245000,1,26415,90,0,2,209,9720,1944
Eng/Wales,E07000191,E02006116,E01029327,-,0.26,0.35,5,33100,1,2,0.02,2,320000,1,33150,130,0,2,211,12790,2558
Eng/Wales,E07000191,E02006117,E01029328,-,0.25,0.37,4,32000,1,2,0.02,2,281250,1,26601,89,0,2,187,10651,2130
Eng/Wales,E07000191,E02006113,E01029329,-,0.31,0.34,4,30300,1,1,0.01,1,148500,1,21847,77,1,1,580,11542,7650
Eng/Wales,E07000191,E02006113,E01029330,-,0.24,0.44,4,30300,1,1,0.02,1,222000,1,19773,78,1,1,381,7260,4812
Eng/Wales,E07000191,E02006114,E01029331,-,0.20,0.49,4,30200,1,2,0.02,1,275000,1,22848,84,1,1,554,10299,6827
Eng/Wales,E07000191,E02006114,E01029333,-,0.34,0.30,4,30200,1,1,0.03,1,205000,3,18834,73,1,1,685,10884,7214
Eng/Wales,E07000191,E02006115,E01029334,-,0.23,0.40,5,29100,1,2,0.01,2,250000,1,29337,77,0,1,187,7313,1462
Eng/Wales,E07000191,E02006116,E01029335,-,0.24,0.33,5,33100,1,2,0.02,2,340000,1,30062,108,0,2,213,10054,2011
Eng/Wales,E07000191,E02006114,E01029336,-,0.23,0.41,5,30200,1,2,0.01,2,290000,1,33294,93,0,1,195,12059,2412
Eng/Wales,E07000191,E02006116,E01029337,-,0.28,0.31,4,33100,1,2,0.02,2,275000,1,22960,90,0,2,240,13537,2707
Eng/Wales,E07000191,E02006117,E01029338,-,0.25,0.33,5,32000,1,2,0.01,2,420000,1,32230,110,0,2,212,13616,2723
Eng/Wales,E07000191,E02006115,E01029339,-,0.39,0.25,3,29100,1,1,0.02,2,199090,1,15656,76,1,1,240,12300,2460
Eng/Wales,E07000191,E02006115,E01029341,-,0.26,0.39,4,29100,1,3,0.02,2,186500,3,20994,74,1,1,172,7975,1595
Eng/Wales,E07000191,E02006116,E01029342,-,0.17,0.46,5,33100,1,2,0.01,2,365000,1,33550,122,0,2,172,8828,1766
Eng/Wales,E07000191,E02006116,E01029343,-,0.28,0.39,4,33100,1,1,0.02,2,212500,1,21182,89,1,1,208,12481,2496
Eng/Wales,E07000192,E02006120,E01029345,-,0.46,0.16,4,29400,1,1,0.03,1,192000,3,18778,82,1,2,1220,18620,12342
Eng/Wales,E07000192,E02006120,E01029346,-,0.47,0.16,4,29400,1,1,0.04,1,130000,1,19076,76,1,1,948,13985,9269
Eng/Wales,E07000192,E02006120,E01029347,-,0.32,0.32,4,29400,1,1,0.01,1,160000,1,19815,80,1,2,1019,16124,10688
Eng/Wales,E07000192,E02006120,E01029348,-,0.42,0.19,4,29400,1,1,0.03,1,150000,1,19521,81,1,2,1183,16012,10613
Eng/Wales,E07000192,E02006125,E01029349,-,0.36,0.24,4,27800,1,1,0.03,1,157950,1,17226,66,1,1,930,11156,7395
Eng/Wales,E07000192,E02006125,E01029350,-,0.39,0.21,4,27800,1,1,0.04,1,136000,1,20661,71,1,1,919,10585,7016
Eng/Wales,E07000192,E02006125,E01029351,-,0.54,0.11,4,27800,1,1,0.04,1,133750,2,17480,76,1,1,1129,14162,9387
Eng/Wales,E07000192,E02006125,E01029352,-,0.43,0.19,4,27800,1,1,0.03,1,141500,3,21663,72,1,1,1166,14995,9939
Eng/Wales,E07000192,E02006128,E01029353,-,0.31,0.31,3,32000,1,1,0.04,1,155000,1,15405,65,1,1,801,11121,7371
Eng/Wales,E07000192,E02006124,E01029354,-,0.39,0.20,4,26300,1,1,0.02,1,138500,3,22022,77,1,1,1061,13174,8732
Eng/Wales,E07000192,E02006124,E01029355,-,0.38,0.20,4,26300,1,1,0.03,1,134250,1,20563,74,1,1,990,10796,7156
Eng/Wales,E07000192,E02006124,E01029356,-,0.41,0.20,4,26300,1,1,0.03,1,135000,2,19312,71,1,1,953,10855,7195
Eng/Wales,E07000190,E02006112,E01029295,-,0.33,0.27,4,37000,1,2,0.01,1,260000,1,15901,72,1,2,913,12151,8054
Eng/Wales,E07000192,E02006118,E01029402,-,0.33,0.29,3,33000,1,2,0.02,1,186250,1,17136,84,1,2,1001,16632,11024
Eng/Wales,E07000193,E02006136,E01029474,-,0.28,0.32,4,37100,1,2,0.02,2,295000,1,23184,92,1,2,255,14898,2979
Eng/Wales,E07000189,E02006078,E01029201,-,0.35,0.31,4,33900,1,2,0.01,2,215000,1,14363,75,1,2,267,15431,3086
Eng/Wales,E07000188,E02006063,E01029149,-,0.30,0.27,4,38200,1,2,0.01,2,301000,1,23735,101,0,2,291,16992,3398
Eng/Wales,E07000193,E02006143,E01029414,-,0.41,0.16,4,32700,1,1,0.03,1,165000,1,19980,74,1,2,1176,16622,11017
Eng/Wales,E07000192,E02006129,E01029362,-,0.48,0.12,4,28600,1,1,0.04,1,145000,1,17821,71,1,1,1013,12439,8245
Eng/Wales,E07000190,E02006103,E01029279,-,0.30,0.27,4,35000,1,2,0.02,2,330000,1,29955,117,0,2,303,17168,3433
Eng/Wales,E07000188,E02006068,E01029096,-,0.48,0.13,4,26600,1,3,0.04,1,179248,1,16353,79,1,1,1031,13625,9031
Eng/Wales,E07000189,E02006083,E01029202,-,0.32,0.31,3,33200,1,3,0.01,2,162000,1,15312,66,1,1,272,10910,2182
Eng/Wales,E07000193,E02006143,E01029415,-,0.46,0.09,3,32700,1,2,0.02,1,174000,1,17200,80,1,2,1430,20785,13777
Eng/Wales,E07000188,E02006072,E01029150,-,0.27,0.32,4,34700,1,2,0.00,2,467500,1,27588,121,0,2,269,15054,3011
Eng/Wales,E07000192,E02006129,E01029363,-,0.36,0.26,4,28600,1,1,0.02,1,158000,1,18288,72,1,1,979,13117,8694
Eng/Wales,E07000190,E02006107,E01029280,-,0.44,0.17,4,28300,1,1,0.03,1,174750,3,17094,77,1,1,910,12006,7958
Eng/Wales,E07000188,E02006073,E01029097,-,0.51,0.13,3,28800,1,3,0.04,1,147500,1,14840,70,1,1,1061,13217,8761
Eng/Wales,E07000189,E02006083,E01029203,-,0.29,0.29,4,33200,1,2,0.02,2,341000,1,24516,108,1,2,278,13861,2772
Eng/Wales,E07000193,E02006143,E01029416,-,0.48,0.14,2,32700,1,2,0.01,1,256000,1,16245,91,1,2,1237,20277,13440
Eng/Wales,E07000188,E02006072,E01029151,-,0.26,0.33,4,34700,1,2,0.01,2,280000,1,21996,88,0,2,262,13787,2757
