Nation,LAD,MSOA,LSOA.DZ.CD,LSOA.DZ.NM,Under.35,Over.65,EPC,Median.Income,Tenure,Typology,Unemployment,Rurality,House.value,Fuel.Type,Fuel.consumption.total,Floor.area,Gas.flag,Number.cars,Urban.trips,Total.vkm,Urban.vkm
Eng/Wales,E09000009,E02000274,E01001373,-,0.49,0.08,4,28500,1,3,0.05,1,250000,1,17290,76,1,0,728,6770,4487
Eng/Wales,E09000009,E02006791,E01001374,-,0.46,0.10,4,35900,1,3,0.03,1,830000,1,16620,70,1,1,217,2569,1703
Eng/Wales,E09000009,E02000271,E01001375,-,0.38,0.15,4,54500,1,3,0.03,1,1000000,1,19718,75,1,1,196,1930,1279
Eng/Wales,E09000009,E02006791,E01001376,-,0.46,0.11,4,35900,1,3,0.04,1,480750,1,16620,70,1,1,346,2742,1817
Eng/Wales,E09000009,E02000271,E01001377,-,0.39,0.18,4,54500,1,3,0.03,1,1325000,1,19718,75,1,1,178,1950,1292
Eng/Wales,E09000009,E02000271,E01001379,-,0.40,0.12,4,54500,1,3,0.03,1,1095000,1,19718,75,1,1,212,2060,1365
Eng/Wales,E09000009,E02006791,E01001380,-,0.45,0.11,4,35900,1,3,0.04,1,328000,1,16620,70,1,0,183,2277,1509
Eng/Wales,E09000009,E02000271,E01001381,-,0.46,0.10,4,54500,3,3,0.04,1,515000,1,19718,75,1,0,262,2607,1728
Eng/Wales,E09000009,E02000269,E01001382,-,0.38,0.17,4,46800,1,1,0.04,1,835000,1,28141,107,1,1,307,3083,2043
Eng/Wales,E09000009,E02000265,E01001383,-,0.43,0.12,4,38400,1,1,0.05,1,728750,1,21172,79,1,1,422,3940,2612
Eng/Wales,E09000009,E02000269,E01001384,-,0.43,0.10,4,46800,1,3,0.04,1,676800,1,19968,78,1,1,343,2954,1958
Eng/Wales,E09000009,E02000269,E01001385,-,0.41,0.13,4,46800,1,3,0.03,1,651000,1,20869,79,1,1,335,3008,1994
Eng/Wales,E09000009,E02000268,E01001386,-,0.40,0.13,4,42500,1,1,0.03,1,700000,1,23474,98,1,1,211,2693,1785
Eng/Wales,E09000009,E02000269,E01001387,-,0.42,0.14,4,46800,3,1,0.04,1,500000,1,16116,54,1,0,293,3081,2042
Eng/Wales,E09000009,E02000265,E01001388,-,0.45,0.14,3,38400,2,3,0.05,1,516500,1,12873,53,1,0,281,2898,1921
Eng/Wales,E09000009,E02000265,E01001389,-,0.47,0.12,4,38400,1,3,0.08,1,645000,1,14787,62,1,0,298,2911,1929
Eng/Wales,E09000010,E02000312,E01001390,-,0.42,0.13,4,35900,1,3,0.05,1,550000,1,20639,70,1,1,335,3025,2005
Eng/Wales,E09000010,E02000312,E01001391,-,0.43,0.10,4,35900,3,3,0.05,1,365000,1,14030,46,1,0,347,2103,1394
Eng/Wales,E09000010,E02000308,E01001392,-,0.41,0.16,4,36100,1,3,0.03,1,500000,1,23933,91,1,1,463,4083,2706
Eng/Wales,E09000010,E02000312,E01001393,-,0.45,0.11,4,35900,1,3,0.05,1,385000,1,17484,62,1,0,371,2866,1900
Eng/Wales,E09000010,E02000311,E01001394,-,0.47,0.14,4,34400,1,3,0.11,1,290000,1,20020,77,1,1,560,5305,3516
Eng/Wales,E09000010,E02000311,E01001395,-,0.47,0.12,4,34400,2,3,0.05,1,435000,1,17070,60,1,1,573,4909,3254
Eng/Wales,E09000010,E02000312,E01001396,-,0.41,0.17,4,35900,1,3,0.04,1,632000,1,23205,91,1,1,550,4563,3024
Eng/Wales,E09000010,E02000311,E01001397,-,0.50,0.10,4,34400,1,3,0.05,1,314000,1,14931,61,1,1,518,5011,3322
Eng/Wales,E09000010,E02000297,E01001398,-,0.38,0.18,4,38000,1,1,0.03,1,571000,1,26025,95,1,1,635,5932,3932
Eng/Wales,E09000010,E02000297,E01001399,-,0.40,0.19,4,38000,1,1,0.03,1,545000,1,25372,98,1,1,868,9564,6339
Eng/Wales,E09000010,E02000297,E01001400,-,0.34,0.29,4,38000,1,1,0.03,1,650000,1,26829,99,1,1,676,5581,3699
Eng/Wales,E09000010,E02000292,E01001401,-,0.44,0.16,4,35600,1,3,0.03,1,455000,1,22515,86,1,1,663,5742,3806
Eng/Wales,E09000010,E02000297,E01001402,-,0.37,0.19,4,38000,1,1,0.03,1,585000,1,20664,82,1,1,653,6062,4018
Eng/Wales,E09000010,E02000297,E01001403,-,0.41,0.21,4,38000,1,3,0.04,1,380000,1,26316,102,1,1,696,6068,4022
Eng/Wales,E09000010,E02000302,E01001404,-,0.42,0.17,4,36000,1,3,0.05,1,492500,1,24816,94,1,1,767,7385,4895
Eng/Wales,E09000011,E02006786,E01001671,-,0.45,0.11,4,33000,1,3,0.05,1,343750,1,19309,73,1,1,537,5636,3736
Eng/Wales,E09000011,E02000318,E01001672,-,0.49,0.09,4,31600,3,3,0.06,1,322500,1,19431,73,1,0,464,4702,3117
Eng/Wales,E09000011,E02000318,E01001673,-,0.54,0.13,4,31600,3,3,0.04,1,325000,1,15377,67,1,0,406,3570,2366
Eng/Wales,E09000011,E02000318,E01001674,-,0.48,0.13,4,31600,1,3,0.04,1,360000,1,21138,78,1,1,555,6011,3984
Eng/Wales,E09000011,E02000318,E01001675,-,0.47,0.09,4,31600,3,3,0.04,1,332500,1,20124,78,1,0,495,5109,3387
Eng/Wales,E09000010,E02006793,E01001458,-,0.52,0.10,4,30500,2,3,0.07,1,550000,1,17094,74,1,0,484,3327,2205
Eng/Wales,E09000009,E02000245,E01001257,-,0.55,0.08,2,29400,2,3,0.04,1,290000,1,7887,72,1,1,690,5938,3936
Eng/Wales,E09000009,E02000247,E01001258,-,0.44,0.14,4,31800,1,1,0.04,1,417500,1,15960,60,1,1,745,6884,4563
Eng/Wales,E09000009,E02000251,E01001259,-,0.46,0.13,4,35100,1,3,0.04,1,366500,1,17085,67,1,1,773,7872,5218
Eng/Wales,E09000009,E02000249,E01001260,-,0.44,0.14,4,32200,1,1,0.05,1,385000,1,17348,68,1,1,742,6693,4436
Eng/Wales,E09000009,E02000249,E01001261,-,0.48,0.11,4,32200,1,3,0.05,1,425000,1,16401,71,1,1,622,5864,3887
Eng/Wales,E09000009,E02000247,E01001262,-,0.45,0.17,4,31800,1,3,0.04,1,352000,1,17472,78,1,1,744,7375,4888
Eng/Wales,E09000009,E02000247,E01001263,-,0.50,0.11,3,31800,1,3,0.05,1,244450,1,14697,71,1,1,689,6409,4248
Eng/Wales,E09000009,E02000247,E01001264,-,0.46,0.14,4,31800,1,1,0.05,1,415000,1,17208,72,1,1,836,6537,4333
Eng/Wales,E09000009,E02000243,E01001265,-,0.44,0.11,4,35400,1,1,0.04,1,427500,1,15373,55,1,1,721,6042,4005
Eng/Wales,E09000009,E02000243,E01001266,-,0.42,0.17,4,35400,1,1,0.04,1,495000,1,23496,89,1,1,765,7840,5196
Eng/Wales,E09000009,E02000243,E01001267,-,0.43,0.16,4,35400,1,1,0.05,1,286000,1,12960,54,1,1,502,4796,3179
Eng/Wales,E09000009,E02000249,E01001268,-,0.42,0.16,4,32200,1,1,0.03,1,470000,1,22113,81,1,1,800,7772,5152
Eng/Wales,E09000009,E02000238,E01001269,-,0.47,0.10,4,36600,1,3,0.03,1,460000,1,17831,72,1,1,724,6406,4246
Eng/Wales,E09000009,E02000241,E01001270,-,0.44,0.12,4,36800,1,3,0.04,1,425000,1,22022,80,1,1,862,7559,5010
Eng/Wales,E09000009,E02000238,E01001271,-,0.47,0.11,4,36600,1,3,0.04,1,452500,1,19763,75,1,1,759,7379,4891
Eng/Wales,E09000009,E02000243,E01001272,-,0.44,0.12,4,35400,1,1,0.03,1,477500,1,22734,80,1,1,672,6149,4076
Eng/Wales,E09000009,E02000257,E01001273,-,0.42,0.17,4,44100,1,3,0.03,1,1085000,1,19288,74,1,1,383,4268,2829
Eng/Wales,E09000009,E02000257,E01001274,-,0.46,0.12,4,44100,1,3,0.03,1,772500,1,19288,74,1,1,281,2805,1860
Eng/Wales,E09000009,E02000257,E01001275,-,0.44,0.14,4,44100,3,3,0.04,1,520000,1,19288,74,1,0,237,2402,1592
Eng/Wales,E09000009,E02000248,E01001276,-,0.44,0.13,3,40600,3,1,0.04,1,450000,1,16705,65,1,1,546,4026,2669
Eng/Wales,E09000009,E02000248,E01001277,-,0.50,0.12,4,40600,3,1,0.04,1,486000,1,19604,58,1,1,449,4004,2654
Eng/Wales,E09000009,E02000248,E01001278,-,0.48,0.13,4,40600,3,1,0.04,1,447500,1,18642,78,1,1,455,4131,2738
Eng/Wales,E09000009,E02000250,E01001279,-,0.36,0.24,4,48000,1,0,0.02,1,800000,1,26243,113,1,1,339,4416,2927
Eng/Wales,E09000009,E02000248,E01001280,-,0.43,0.14,3,40600,1,3,0.04,1,487500,1,12593,58,1,1,312,2871,1903
Eng/Wales,E09000009,E02000250,E01001281,-,0.39,0.19,4,48000,1,0,0.03,1,880000,1,26243,113,1,1,330,2644,1752
Eng/Wales,E09000009,E02000253,E01001282,-,0.44,0.15,4,32600,1,3,0.04,1,403250,1,15062,69,1,1,620,5277,3498
Eng/Wales,E09000009,E02000253,E01001283,-,0.41,0.17,4,32600,2,3,0.06,1,430000,1,15062,69,1,0,439,3208,2127
Eng/Wales,E09000009,E02000259,E01001284,-,0.43,0.14,3,40300,1,3,0.04,1,533000,1,13671,61,1,1,625,5457,3617
Eng/Wales,E09000009,E02000253,E01001285,-,0.48,0.10,4,32600,1,3,0.05,1,450000,1,15062,69,1,1,690,5241,3474
Eng/Wales,E09000009,E02000253,E01001286,-,0.47,0.11,4,32600,1,3,0.05,1,460000,1,15062,69,1,1,488,4759,3154
Eng/Wales,E09000009,E02000253,E01001287,-,0.52,0.10,4,32600,2,3,0.04,1,640000,1,15062,69,1,1,634,4460,2956
Eng/Wales,E09000009,E02000259,E01001288,-,0.43,0.13,3,40300,1,3,0.04,1,525000,1,13671,61,1,1,464,4392,2911
Eng/Wales,E09000009,E02000259,E01001289,-,0.44,0.11,3,40300,1,3,0.04,1,415000,1,13671,61,1,1,454,3832,2540
Eng/Wales,E09000009,E02000259,E01001290,-,0.44,0.12,3,40300,1,3,0.04,1,425000,1,13671,61,1,1,472,3902,2586
Eng/Wales,E09000009,E02000251,E01001291,-,0.45,0.13,4,35100,1,3,0.04,1,392000,1,21197,82,1,1,1047,10335,6851
Eng/Wales,E09000009,E02000251,E01001292,-,0.43,0.16,4,35100,1,3,0.04,1,417500,1,21428,88,1,1,993,9722,6444
Eng/Wales,E09000009,E02000251,E01001293,-,0.46,0.11,4,35100,1,3,0.04,1,415000,1,18907,73,1,1,994,8516,5645
Eng/Wales,E09000009,E02000254,E01001294,-,0.46,0.13,4,32800,1,3,0.05,1,640000,1,20800,80,1,2,969,9328,6183
Eng/Wales,E09000009,E02000254,E01001295,-,0.44,0.14,4,32800,1,3,0.04,1,421250,1,20100,75,1,1,1149,11214,7433
Eng/Wales,E09000009,E02000254,E01001296,-,0.45,0.13,4,32800,1,3,0.06,1,640000,1,20382,79,1,2,1024,7925,5253
Eng/Wales,E09000009,E02000254,E01001297,-,0.47,0.13,4,32800,1,3,0.05,1,640000,1,19080,78,1,1,927,8585,5690
Eng/Wales,E09000009,E02000254,E01001298,-,0.41,0.16,4,32800,1,3,0.03,1,640000,1,20746,82,1,1,759,6824,4523
Eng/Wales,E09000009,E02000272,E01001299,-,0.38,0.19,4,41100,1,3,0.03,1,771000,1,25935,105,1,1,367,3569,2366
Eng/Wales,E09000009,E02000276,E01001300,-,0.41,0.12,3,43600,1,3,0.04,1,750000,1,15484,69,1,1,314,3329,2206
Eng/Wales,E09000012,E02000350,E01001727,-,0.60,0.10,4,37200,1,3,0.03,1,587500,1,18126,76,1,0,356,2748,1821
Eng/Wales,E09000012,E02006921,E01001728,-,0.71,0.06,3,30400,2,3,0.04,1,740000,1,13359,65,1,0,313,1962,1301
Eng/Wales,E09000012,E02000363,E01001729,-,0.58,0.05,4,30900,2,3,0.08,1,389000,1,19138,78,1,0,321,2090,1386
Eng/Wales,E09000012,E02000363,E01001730,-,0.55,0.06,4,30900,2,3,0.05,1,417500,1,19138,78,1,0,165,1445,958
Eng/Wales,E09000012,E02000361,E01001731,-,0.59,0.04,4,37900,2,3,0.05,1,595000,1,16298,70,1,0,179,1621,1074
Eng/Wales,E09000012,E02000363,E01001732,-,0.55,0.06,4,30900,2,3,0.06,1,411000,1,19138,78,1,0,204,1966,1303
Eng/Wales,E09000012,E02000359,E01001733,-,0.52,0.07,4,34800,3,1,0.04,1,767500,1,19335,77,1,0,155,1369,907
Eng/Wales,E09000012,E02000356,E01001737,-,0.50,0.07,4,45300,1,3,0.03,1,655000,1,17176,76,1,0,143,955,633
Eng/Wales,E09000012,E02000355,E01001795,-,0.50,0.08,4,36900,1,3,0.04,1,688000,1,18657,71,1,0,175,1667,1105
Eng/Wales,E09000014,E02000427,E01002002,-,0.49,0.09,3,39500,3,3,0.06,1,740000,1,17503,72,1,0,181,1176,779
Eng/Wales,E09000014,E02000419,E01002003,-,0.55,0.06,4,38300,3,3,0.07,1,490000,1,14210,58,1,0,238,2026,1343
Eng/Wales,E09000014,E02000419,E01002004,-,0.48,0.12,4,38300,1,3,0.04,1,470000,1,15895,62,1,0,274,2760,1830
Eng/Wales,E09000014,E02000431,E01002005,-,0.49,0.07,4,55100,3,3,0.03,1,600000,1,12999,55,1,0,161,1281,849
Eng/Wales,E09000014,E02000431,E01002006,-,0.45,0.09,4,55100,3,3,0.04,1,560000,1,12999,55,1,0,162,1578,1046
Eng/Wales,E09000014,E02000431,E01002007,-,0.39,0.17,4,55100,1,3,0.03,1,1100000,1,12999,55,1,1,129,1507,999
Eng/Wales,E09000014,E02000426,E01002008,-,0.38,0.20,3,51200,1,3,0.03,1,2142500,1,14110,59,1,2,221,2120,1405
Eng/Wales,E09000014,E02000431,E01002009,-,0.40,0.17,4,55100,1,3,0.03,1,1250000,1,12999,55,1,1,192,1940,1286
Eng/Wales,E09000014,E02000426,E01002010,-,0.37,0.18,3,51200,1,3,0.02,1,815000,1,14110,59,1,1,217,1799,1192
Eng/Wales,E09000014,E02000426,E01002011,-,0.47,0.11,3,51200,1,3,0.05,1,700000,1,14110,59,1,0,210,2136,1416
Eng/Wales,E09000014,E02000418,E01002013,-,0.40,0.13,4,48000,1,3,0.04,1,592750,1,14565,58,1,1,241,2276,1508
Eng/Wales,E09000014,E02000416,E01002014,-,0.46,0.11,4,38200,3,3,0.05,1,450000,1,17023,76,1,0,190,1555,1031
Eng/Wales,E09000014,E02000416,E01002015,-,0.41,0.17,4,38200,2,3,0.04,1,462500,1,17023,76,1,0,238,2107,1396
Eng/Wales,E09000014,E02000424,E01002016,-,0.45,0.09,4,42600,1,3,0.04,1,549840,1,16009,72,1,0,225,1922,1274
Eng/Wales,E09000014,E02000424,E01002017,-,0.45,0.11,4,42600,1,3,0.06,1,545000,1,16009,72,1,0,260,3134,2077
Eng/Wales,E09000014,E02000416,E01002018,-,0.44,0.14,4,38200,1,3,0.04,1,560000,1,17023,76,1,1,252,2014,1335
Eng/Wales,E09000014,E02000418,E01002019,-,0.35,0.19,4,48000,1,3,0.03,1,1250000,1,40552,148,1,1,211,2185,1448
Eng/Wales,E09000014,E02000417,E01002020,-,0.41,0.14,4,49200,1,3,0.04,1,905000,1,17152,67,1,1,227,2146,1423
Eng/Wales,E09000014,E02000418,E01002021,-,0.35,0.23,4,48000,1,3,0.02,1,1435000,1,14565,58,1,1,233,2430,1611
Eng/Wales,E09000014,E02000417,E01002022,-,0.43,0.15,4,49200,3,3,0.04,1,673750,1,16817,67,1,0,173,1761,1168
Eng/Wales,E09000014,E02000417,E01002023,-,0.36,0.22,4,49200,1,3,0.03,1,762500,1,22770,90,1,1,208,2339,1550
Eng/Wales,E09000014,E02000418,E01002024,-,0.37,0.16,4,48000,1,3,0.03,1,775000,1,14565,58,1,1,189,1804,1196
Eng/Wales,E09000014,E02000417,E01002025,-,0.38,0.18,4,49200,1,3,0.03,1,1220000,1,20574,81,1,1,237,2902,1924
Eng/Wales,E09000014,E02000412,E01002026,-,0.48,0.10,4,34200,2,3,0.06,1,350000,1,13285,54,1,0,300,2228,1477
Eng/Wales,E09000014,E02000406,E01002027,-,0.46,0.11,4,32900,1,3,0.05,1,520000,1,20318,82,1,0,345,2870,1902
Eng/Wales,E09000014,E02000406,E01002028,-,0.46,0.10,4,32900,1,3,0.05,1,525250,1,20777,81,1,0,336,3240,2147
Eng/Wales,E09000014,E02000412,E01002029,-,0.46,0.07,3,34200,2,3,0.03,1,368000,1,11660,55,1,0,334,2840,1883
Eng/Wales,E09000014,E02000412,E01002030,-,0.48,0.10,3,34200,3,3,0.05,1,550000,1,8838,57,1,0,262,2141,1419
Eng/Wales,E09000014,E02000412,E01002031,-,0.51,0.10,4,34200,3,3,0.06,1,443080,1,15316,56,1,0,227,1526,1012
Eng/Wales,E09000014,E02000406,E01002032,-,0.48,0.08,4,32900,2,3,0.09,1,440000,1,15930,60,1,0,339,2821,1870
Eng/Wales,E09000014,E02000406,E01002033,-,0.46,0.10,4,32900,2,3,0.05,1,465000,1,20171,78,1,0,316,2783,1844
Eng/Wales,E09000014,E02006794,E01002034,-,0.54,0.05,3,30500,2,3,0.07,1,296250,1,10794,59,1,0,311,3445,2283
Eng/Wales,E09000014,E02000398,E01002036,-,0.50,0.09,4,29100,3,3,0.07,1,351000,1,14615,62,1,0,373,3695,2449
Eng/Wales,E09000014,E02000398,E01002037,-,0.48,0.10,3,29100,2,3,0.07,1,740000,1,12582,54,1,0,339,2726,1807
Eng/Wales,E09000014,E02006794,E01002038,-,0.51,0.09,3,30500,3,3,0.07,1,325000,1,12768,56,1,0,343,3125,2071
Eng/Wales,E09000014,E02000398,E01002039,-,0.51,0.08,3,29100,2,3,0.09,1,740000,1,13683,68,1,0,353,3657,2424
Eng/Wales,E09000014,E02000398,E01002040,-,0.49,0.11,4,29100,3,3,0.06,1,740000,1,15930,59,1,0,332,3109,2060
Eng/Wales,E09000014,E02006794,E01002041,-,0.46,0.12,4,30500,2,3,0.05,1,550000,1,15680,64,1,0,349,2972,1970
Eng/Wales,E09000014,E02000423,E01002042,-,0.47,0.10,4,38900,1,3,0.05,1,565000,1,18360,72,1,0,240,1952,1294
Eng/Wales,E09000014,E02000422,E01002043,-,0.49,0.09,4,33900,3,3,0.05,1,520000,1,16245,57,1,0,321,2173,1440
Eng/Wales,E09000014,E02000423,E01002044,-,0.51,0.08,4,38900,3,3,0.05,1,410000,1,15900,60,1,0,197,1737,1152
Eng/Wales,E09000014,E02000403,E01002102,-,0.49,0.11,4,35200,3,3,0.04,1,465000,1,17792,64,1,0,326,3069,2034
Eng/Wales,E09000012,E02000362,E01001847,-,0.54,0.08,4,34400,2,3,0.05,1,403750,1,17106,70,1,0,253,1943,1288
Eng/Wales,E09000013,E02000375,E01001946,-,0.56,0.08,4,38600,3,3,0.04,1,1000000,1,13760,64,1,0,159,1163,771
Eng/Wales,E09000014,E02000413,E01001991,-,0.44,0.12,4,44600,3,1,0.04,1,620000,1,20200,65,1,0,184,1399,927
Eng/Wales,E09000014,E02000425,E01002052,-,0.63,0.07,3,29300,3,3,0.04,1,670000,1,20640,96,1,1,607,4789,3174
Eng/Wales,E09000013,E02000384,E01001898,-,0.57,0.07,4,39000,3,3,0.03,1,882265,1,18374,70,1,0,131,1524,1010
Eng/Wales,E09000014,E02000428,E01002053,-,0.54,0.10,3,32700,2,3,0.06,1,740000,1,15586,69,1,0,316,2231,1479
Eng/Wales,E09000014,E02000428,E01002054,-,0.52,0.07,3,32700,2,2,0.06,1,740000,1,13567,63,1,0,310,2254,1494
Eng/Wales,E09000014,E02000425,E01002055,-,0.69,0.06,4,29300,3,3,0.04,1,450000,1,22032,88,1,0,571,4156,2755
Eng/Wales,E09000014,E02000428,E01002056,-,0.58,0.05,3,32700,3,3,0.07,1,470500,1,14690,65,1,0,308,3314,2197
Eng/Wales,E09000014,E02000428,E01002057,-,0.54,0.10,2,32700,3,3,0.06,1,740000,1,15288,84,1,0,342,2277,1509
Eng/Wales,E09000014,E02000427,E01002058,-,0.51,0.09,3,39500,3,3,0.07,1,525000,1,7810,55,1,0,256,1909,1265
Eng/Wales,E09000014,E02000424,E01002059,-,0.40,0.13,4,42600,1,3,0.04,1,637500,1,16009,72,1,0,209,2031,1346
Eng/Wales,E09000014,E02000424,E01002060,-,0.42,0.11,4,42600,1,3,0.03,1,709625,1,16009,72,1,0,206,1524,1010
Eng/Wales,E09000014,E02000432,E01002061,-,0.48,0.12,4,44300,1,3,0.03,1,497500,1,18880,80,1,0,175,1414,937
Eng/Wales,E09000014,E02000430,E01002062,-,0.48,0.11,4,51200,1,1,0.03,1,450000,1,21740,88,1,0,202,1743,1156
Eng/Wales,E09000014,E02000432,E01002063,-,0.51,0.10,4,44300,1,3,0.05,1,545000,1,18880,80,1,0,179,1722,1141
Eng/Wales,E09000014,E02000432,E01002064,-,0.46,0.10,4,44300,2,3,0.04,1,527000,1,18880,80,1,0,222,2177,1443
Eng/Wales,E09000014,E02000432,E01002065,-,0.52,0.08,4,44300,3,3,0.05,1,460000,1,18880,80,1,0,158,961,637
Eng/Wales,E09000014,E02000421,E01002066,-,0.56,0.05,3,32100,2,3,0.07,1,360000,1,10783,61,1,0,299,2557,1695
Eng/Wales,E09000014,E02000420,E01002067,-,0.45,0.13,4,32700,2,3,0.06,1,460000,1,15936,64,1,0,349,3060,2028
Eng/Wales,E09000014,E02000421,E01002068,-,0.53,0.06,4,32100,3,3,0.07,1,349000,1,13440,64,1,0,287,2617,1735
Eng/Wales,E09000014,E02000420,E01002069,-,0.45,0.14,4,32700,3,3,0.06,1,460000,1,14090,51,1,0,208,2236,1482
Eng/Wales,E09000014,E02000420,E01002070,-,0.49,0.09,4,32700,1,3,0.05,1,490000,1,16560,72,1,0,262,2492,1652
Eng/Wales,E09000014,E02000421,E01002071,-,0.54,0.09,3,32100,2,3,0.06,1,350000,1,13311,58,1,0,377,4840,3208
Eng/Wales,E09000014,E02000421,E01002072,-,0.50,0.14,4,32100,2,3,0.05,1,740000,1,13359,58,1,0,228,1691,1121
Eng/Wales,E09000014,E02000420,E01002073,-,0.47,0.09,4,32700,2,3,0.07,1,430500,1,16100,70,1,0,255,2092,1386
Eng/Wales,E09000014,E02000408,E01002074,-,0.51,0.09,3,30600,2,3,0.04,1,335000,1,13501,58,1,0,337,3649,2419
Eng/Wales,E09000014,E02000411,E01002075,-,0.47,0.09,4,31500,3,3,0.05,1,400000,1,15340,65,1,0,354,2877,1907
Eng/Wales,E09000014,E02000411,E01002076,-,0.51,0.10,4,31500,3,3,0.05,1,444500,1,19277,74,1,0,335,2787,1847
Eng/Wales,E09000014,E02000408,E01002077,-,0.49,0.08,4,30600,2,3,0.05,1,420000,1,14272,64,1,0,418,3393,2249
Eng/Wales,E09000014,E02000411,E01002078,-,0.48,0.08,3,31500,3,3,0.05,1,335500,1,12338,62,1,0,284,2501,1658
Eng/Wales,E09000014,E02000408,E01002079,-,0.49,0.09,4,30600,1,3,0.05,1,485000,1,21120,80,1,0,461,4197,2782
Eng/Wales,E09000014,E02000408,E01002081,-,0.47,0.13,3,30600,2,3,0.06,1,425000,1,13650,75,1,0,303,2815,1866
Eng/Wales,E09000014,E02000409,E01002082,-,0.46,0.13,3,30700,2,3,0.06,1,740000,1,11191,62,1,0,338,2834,1879
Eng/Wales,E09000014,E02000415,E01002083,-,0.43,0.14,4,34100,1,3,0.03,1,567500,1,16987,67,1,0,303,2887,1914
Eng/Wales,E09000014,E02000415,E01002084,-,0.47,0.10,4,34100,1,3,0.06,1,440000,1,15643,59,1,0,304,2951,1956
Eng/Wales,E09000014,E02000415,E01002085,-,0.51,0.09,4,34100,3,3,0.06,1,440000,1,15730,65,1,0,269,2195,1455
Eng/Wales,E09000014,E02000409,E01002086,-,0.48,0.11,4,30700,1,3,0.05,1,355000,1,17400,75,1,0,317,3501,2321
Eng/Wales,E09000014,E02000415,E01002087,-,0.45,0.09,4,34100,3,3,0.05,1,519000,1,14894,54,1,0,237,1370,908
Eng/Wales,E09000014,E02000409,E01002088,-,0.47,0.13,4,30700,1,3,0.04,1,493080,1,18942,77,1,0,380,3568,2365
Eng/Wales,E09000014,E02000409,E01002089,-,0.51,0.11,3,30700,2,3,0.07,1,740000,2,9163,49,1,0,386,3545,2350
Eng/Wales,E09000014,E02000401,E01002090,-,0.47,0.11,4,30400,1,3,0.05,1,740000,1,18880,80,1,1,582,5203,3448
Eng/Wales,E09000014,E02000402,E01002091,-,0.45,0.14,4,29200,2,3,0.04,1,442000,1,20291,80,1,1,525,5533,3667
Eng/Wales,E09000014,E02000402,E01002092,-,0.53,0.07,3,29200,3,3,0.06,1,245000,1,15475,50,0,0,333,3220,2134
Eng/Wales,E09000014,E02000401,E01002093,-,0.48,0.11,4,30400,2,3,0.08,1,740000,1,17020,74,1,1,449,3818,2531
Eng/Wales,E09000014,E02000402,E01002094,-,0.46,0.10,4,29200,2,3,0.06,1,740000,1,19564,73,1,1,484,3794,2515
Eng/Wales,E09000014,E02000402,E01002095,-,0.47,0.10,4,29200,2,3,0.06,1,415522,1,18020,68,1,0,395,3072,2036
Eng/Wales,E09000014,E02000401,E01002096,-,0.47,0.12,4,30400,2,3,0.04,1,425000,1,20944,77,1,0,466,4537,3007
Eng/Wales,E09000014,E02000401,E01002097,-,0.49,0.08,4,30400,2,3,0.05,1,424500,1,18492,69,1,0,419,3932,2606
Eng/Wales,E09000014,E02000403,E01002098,-,0.45,0.11,4,35200,1,3,0.06,1,511600,1,15965,62,1,0,248,2112,1400
Eng/Wales,E09000014,E02000404,E01002099,-,0.49,0.09,3,32600,2,3,0.05,1,410000,1,12678,66,1,0,292,1977,1311
Eng/Wales,E09000014,E02000404,E01002100,-,0.48,0.11,4,32600,3,3,0.04,1,292500,1,16501,69,1,0,376,3170,2101
Eng/Wales,E09000014,E02000403,E01002101,-,0.47,0.08,4,35200,3,3,0.04,1,420500,1,17996,66,1,0,409,3743,2481
Eng/Wales,E09000012,E02000355,E01001793,-,0.53,0.09,4,36900,1,3,0.04,1,819000,1,18657,71,1,0,216,1828,1212
Eng/Wales,E09000012,E02000362,E01001848,-,0.53,0.10,4,34400,2,3,0.06,1,547500,1,17106,70,1,0,276,2636,1747
Eng/Wales,E09000013,E02000392,E01001947,-,0.50,0.10,2,45300,2,3,0.05,1,875000,1,6336,66,1,0,177,1557,1032
Eng/Wales,E09000014,E02000413,E01001992,-,0.42,0.17,4,44600,1,3,0.03,1,1212500,1,20294,81,1,1,218,1974,1309
Eng/Wales,E09000014,E02000427,E01002000,-,0.50,0.08,3,39500,3,3,0.04,1,535550,1,17503,72,1,0,234,1711,1134
Eng/Wales,E09000014,E02000413,E01001993,-,0.39,0.17,4,44600,1,3,0.02,1,1380000,1,48137,171,1,1,216,2338,1550
Eng/Wales,E09000012,E02000361,E01001734,-,0.53,0.08,4,37900,3,3,0.05,1,573750,1,16298,70,1,0,167,1354,898
Eng/Wales,E09000014,E02000426,E01001994,-,0.40,0.18,3,51200,1,3,0.04,1,930000,1,14110,59,1,1,298,3052,2023
Eng/Wales,E09000013,E02000384,E01001899,-,0.49,0.13,4,39000,2,3,0.05,1,875000,1,18374,70,1,0,145,1469,973
Eng/Wales,E09000013,E02000392,E01001948,-,0.54,0.09,4,45300,1,3,0.05,1,530000,1,15149,61,1,0,149,1482,982
Eng/Wales,E09000014,E02000413,E01001995,-,0.47,0.09,3,44600,1,3,0.04,1,490000,1,12604,73,1,1,492,4390,2910
Eng/Wales,E09000012,E02000362,E01001849,-,0.60,0.03,4,34400,3,3,0.06,1,381500,1,17106,70,1,0,223,2462,1632
Eng/Wales,E09000013,E02000384,E01001900,-,0.52,0.13,4,39000,2,3,0.04,1,775000,1,18374,70,1,0,139,1196,793
