Lookup Value,Local Authority,SPC_Code,SPC_Name
S01006984,Aberdeenshire,S16000077,Aberdeenshire East
S01006985,Aberdeenshire,S16000077,Aberdeenshire East
S01006986,Aberdeenshire,S16000077,Aberdeenshire East
S01006987,Aberdeenshire,S16000077,Aberdeenshire East
S01006988,Aberdeenshire,S16000077,Aberdeenshire East
S01006989,Aberdeenshire,S16000077,Aberdeenshire East
S01006990,Aberdeenshire,S16000077,Aberdeenshire East
S01006991,Aberdeenshire,S16000077,Aberdeenshire East
S01006992,Aberdeenshire,S16000077,Aberdeenshire East
S01006993,Aberdeenshire,S16000077,Aberdeenshire East
S01006994,Aberdeenshire,S16000077,Aberdeenshire East
S01006995,Aberdeenshire,S16000077,Aberdeenshire East
S01006996,Aberdeenshire,S16000077,Aberdeenshire East
S01006997,Aberdeenshire,S16000078,Aberdeenshire West
S01006998,Aberdeenshire,S16000078,Aberdeenshire West
S01006999,Aberdeenshire,S16000078,Aberdeenshire West
S01007000,Aberdeenshire,S16000078,Aberdeenshire West
S01007001,Aberdeenshire,S16000078,Aberdeenshire West
S01007002,Aberdeenshire,S16000078,Aberdeenshire West
S01007003,Aberdeenshire,S16000078,Aberdeenshire West
S01007004,Aberdeenshire,S16000078,Aberdeenshire West
S01007005,Aberdeenshire,S16000078,Aberdeenshire West
S01007006,Aberdeenshire,S16000078,Aberdeenshire West
S01007007,Aberdeenshire,S16000078,Aberdeenshire West
S01007008,Aberdeenshire,S16000078,Aberdeenshire West
S01007009,Aberdeenshire,S16000078,Aberdeenshire West
S01007010,Aberdeenshire,S16000078,Aberdeenshire West
S01007011,Aberdeenshire,S16000078,Aberdeenshire West
S01007012,Aberdeenshire,S16000078,Aberdeenshire West
S01007013,Aberdeenshire,S16000077,Aberdeenshire East
S01007014,Aberdeenshire,S16000077,Aberdeenshire East
S01007015,Aberdeenshire,S16000078,Aberdeenshire West
S01007016,Aberdeenshire,S16000077,Aberdeenshire East
S01007017,Aberdeenshire,S16000077,Aberdeenshire East
S01007018,Aberdeenshire,S16000077,Aberdeenshire East
S01007019,Aberdeenshire,S16000077,Aberdeenshire East
S01007020,Aberdeenshire,S16000077,Aberdeenshire East
S01007021,Aberdeenshire,S16000077,Aberdeenshire East
S01007022,Aberdeenshire,S16000077,Aberdeenshire East
S01007023,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007024,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007025,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007026,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007027,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007028,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007029,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007030,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007031,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007032,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007033,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007034,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007035,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007036,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007037,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007038,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007039,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007040,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007041,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007042,Aberdeenshire,S16000077,Aberdeenshire East
S01007043,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007044,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007045,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007046,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007047,Aberdeenshire,S16000077,Aberdeenshire East
S01007048,Aberdeenshire,S16000077,Aberdeenshire East
S01007049,Aberdeenshire,S16000077,Aberdeenshire East
S01007050,Aberdeenshire,S16000077,Aberdeenshire East
S01007051,Aberdeenshire,S16000077,Aberdeenshire East
S01007052,Aberdeenshire,S16000077,Aberdeenshire East
S01007053,Aberdeenshire,S16000077,Aberdeenshire East
S01007054,Aberdeenshire,S16000077,Aberdeenshire East
S01007055,Aberdeenshire,S16000077,Aberdeenshire East
S01007056,Aberdeenshire,S16000077,Aberdeenshire East
S01007057,Aberdeenshire,S16000077,Aberdeenshire East
S01007058,Aberdeenshire,S16000077,Aberdeenshire East
S01007059,Aberdeenshire,S16000077,Aberdeenshire East
S01007060,Aberdeenshire,S16000077,Aberdeenshire East
S01007061,Aberdeenshire,S16000077,Aberdeenshire East
S01007062,Aberdeenshire,S16000077,Aberdeenshire East
S01007063,Aberdeenshire,S16000077,Aberdeenshire East
S01007064,Aberdeenshire,S16000077,Aberdeenshire East
S01007065,Aberdeenshire,S16000077,Aberdeenshire East
S01007066,Aberdeenshire,S16000077,Aberdeenshire East
S01007067,Aberdeenshire,S16000077,Aberdeenshire East
S01007068,Aberdeenshire,S16000077,Aberdeenshire East
S01007069,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007070,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007071,Aberdeenshire,S16000077,Aberdeenshire East
S01007072,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007073,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007074,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007075,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007076,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007077,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007078,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007079,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007080,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007081,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007082,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007083,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007084,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007085,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007086,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007087,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007088,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007089,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007090,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007091,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007092,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007093,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007094,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007095,Aberdeenshire,S16000077,Aberdeenshire East
S01007096,Aberdeenshire,S16000077,Aberdeenshire East
S01007097,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007098,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007099,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007100,Aberdeenshire,S16000077,Aberdeenshire East
S01007101,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007102,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007103,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007104,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007105,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007106,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007107,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007108,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007109,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007110,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007111,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007112,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007113,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007114,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007115,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007116,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007117,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007118,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007119,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007120,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007121,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007122,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007123,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007124,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007125,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007126,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007127,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007128,Aberdeenshire,S16000085,Banffshire and Buchan Coast
S01007129,Angus,S16000082,Angus South
S01007130,Angus,S16000082,Angus South
S01007131,Angus,S16000082,Angus South
S01007132,Angus,S16000082,Angus South
S01007133,Angus,S16000082,Angus South
S01007134,Angus,S16000082,Angus South
S01007135,Angus,S16000082,Angus South
S01007136,Angus,S16000082,Angus South
S01007137,Angus,S16000082,Angus South
S01007138,Angus,S16000082,Angus South
S01007139,Angus,S16000082,Angus South
S01007140,Angus,S16000082,Angus South
S01007141,Angus,S16000082,Angus South
S01007142,Angus,S16000082,Angus South
S01007143,Angus,S16000082,Angus South
S01007144,Angus,S16000082,Angus South
S01007145,Angus,S16000082,Angus South
S01007146,Angus,S16000082,Angus South
S01007147,Angus,S16000082,Angus South
S01007148,Angus,S16000082,Angus South
S01007149,Angus,S16000082,Angus South
S01007150,Angus,S16000082,Angus South
S01007151,Angus,S16000082,Angus South
S01007152,Angus,S16000082,Angus South
S01007153,Angus,S16000082,Angus South
S01007154,Angus,S16000082,Angus South
S01007155,Angus,S16000082,Angus South
S01007156,Angus,S16000082,Angus South
S01007157,Angus,S16000082,Angus South
S01007158,Angus,S16000082,Angus South
S01007159,Angus,S16000082,Angus South
S01007160,Angus,S16000082,Angus South
S01007161,Angus,S16000082,Angus South
S01007162,Angus,S16000082,Angus South
S01007163,Angus,S16000082,Angus South
S01007164,Angus,S16000082,Angus South
S01007165,Angus,S16000082,Angus South
S01007166,Angus,S16000082,Angus South
S01007167,Angus,S16000082,Angus South
S01007168,Angus,S16000082,Angus South
S01007169,Angus,S16000082,Angus South
S01007170,Angus,S16000082,Angus South
S01007171,Angus,S16000082,Angus South
S01007172,Angus,S16000082,Angus South
S01007173,Angus,S16000082,Angus South
S01007174,Angus,S16000082,Angus South
S01007175,Angus,S16000082,Angus South
S01007176,Angus,S16000082,Angus South
S01007177,Angus,S16000082,Angus South
S01007178,Angus,S16000082,Angus South
S01007179,Angus,S16000082,Angus South
S01007180,Angus,S16000082,Angus South
S01007181,Angus,S16000082,Angus South
S01007182,Angus,S16000082,Angus South
S01007183,Angus,S16000082,Angus South
S01007184,Angus,S16000082,Angus South
S01007185,Angus,S16000082,Angus South
S01007186,Angus,S16000082,Angus South
S01007187,Angus,S16000082,Angus South
S01007188,Angus,S16000082,Angus South
S01007189,Angus,S16000082,Angus South
S01007190,Angus,S16000082,Angus South
S01007191,Angus,S16000082,Angus South
S01007192,Angus,S16000082,Angus South
S01007193,Angus,S16000082,Angus South
S01007194,Angus,S16000082,Angus South
S01007195,Angus,S16000082,Angus South
S01007196,Angus,S16000082,Angus South
S01007197,Angus,S16000082,Angus South
S01007198,Angus,S16000082,Angus South
S01007199,Angus,S16000082,Angus South
S01007200,Angus,S16000082,Angus South
S01007201,Angus,S16000082,Angus South
S01007202,Angus,S16000082,Angus South
S01007203,Angus,S16000082,Angus South
S01007204,Angus,S16000082,Angus South
S01007205,Angus,S16000081,Angus North and Mearns
S01007206,Angus,S16000081,Angus North and Mearns
S01007207,Angus,S16000081,Angus North and Mearns
S01007208,Angus,S16000081,Angus North and Mearns
S01007209,Angus,S16000081,Angus North and Mearns
S01007210,Angus,S16000081,Angus North and Mearns
S01007211,Angus,S16000081,Angus North and Mearns
S01007212,Angus,S16000081,Angus North and Mearns
S01007213,Angus,S16000081,Angus North and Mearns
S01007214,Angus,S16000081,Angus North and Mearns
S01007215,Angus,S16000081,Angus North and Mearns
S01007216,Angus,S16000081,Angus North and Mearns
S01007217,Angus,S16000081,Angus North and Mearns
S01007218,Angus,S16000081,Angus North and Mearns
S01007219,Angus,S16000081,Angus North and Mearns
S01007220,Angus,S16000081,Angus North and Mearns
S01007221,Angus,S16000081,Angus North and Mearns
S01007222,Angus,S16000081,Angus North and Mearns
S01007223,Angus,S16000081,Angus North and Mearns
S01007224,Angus,S16000081,Angus North and Mearns
S01007225,Angus,S16000081,Angus North and Mearns
S01007226,Angus,S16000082,Angus South
S01007227,Angus,S16000082,Angus South
S01007228,Angus,S16000081,Angus North and Mearns
S01007229,Angus,S16000081,Angus North and Mearns
S01007230,Angus,S16000081,Angus North and Mearns
S01007231,Angus,S16000081,Angus North and Mearns
S01007232,Angus,S16000081,Angus North and Mearns
S01007233,Angus,S16000081,Angus North and Mearns
S01007234,Angus,S16000081,Angus North and Mearns
S01007235,Angus,S16000081,Angus North and Mearns
S01007236,Angus,S16000081,Angus North and Mearns
S01007237,Angus,S16000081,Angus North and Mearns
S01007238,Angus,S16000081,Angus North and Mearns
S01007239,Angus,S16000081,Angus North and Mearns
S01007240,Angus,S16000082,Angus South
S01007241,Angus,S16000082,Angus South
S01007242,Angus,S16000082,Angus South
S01007243,Angus,S16000082,Angus South
S01007244,Angus,S16000081,Angus North and Mearns
S01007245,Angus,S16000081,Angus North and Mearns
S01007246,Angus,S16000081,Angus North and Mearns
S01007247,Angus,S16000082,Angus South
S01007248,Angus,S16000081,Angus North and Mearns
S01007249,Angus,S16000081,Angus North and Mearns
S01007250,Angus,S16000081,Angus North and Mearns
S01007251,Angus,S16000081,Angus North and Mearns
S01007252,Angus,S16000081,Angus North and Mearns
S01007253,Angus,S16000081,Angus North and Mearns
S01007254,Angus,S16000081,Angus North and Mearns
S01007255,Angus,S16000081,Angus North and Mearns
S01007256,Angus,S16000081,Angus North and Mearns
S01007257,Angus,S16000081,Angus North and Mearns
S01007258,Angus,S16000081,Angus North and Mearns
S01007259,Angus,S16000081,Angus North and Mearns
S01007260,Angus,S16000081,Angus North and Mearns
S01007261,Angus,S16000081,Angus North and Mearns
S01007262,Angus,S16000081,Angus North and Mearns
S01007263,Angus,S16000081,Angus North and Mearns
S01007264,Angus,S16000081,Angus North and Mearns
S01007265,Angus,S16000081,Angus North and Mearns
S01007266,Angus,S16000082,Angus South
S01007267,Angus,S16000082,Angus South
S01007268,Angus,S16000082,Angus South
S01007269,Angus,S16000082,Angus South
S01007270,Angus,S16000082,Angus South
S01007271,Angus,S16000082,Angus South
S01007272,Angus,S16000082,Angus South
S01007273,Angus,S16000082,Angus South
S01007274,Angus,S16000082,Angus South
S01007275,Angus,S16000082,Angus South
S01007276,Angus,S16000082,Angus South
S01007277,Angus,S16000082,Angus South
S01007278,Angus,S16000082,Angus South
S01007279,Angus,S16000082,Angus South
S01007280,Angus,S16000082,Angus South
S01007281,Angus,S16000081,Angus North and Mearns
S01007282,Angus,S16000081,Angus North and Mearns
S01007283,Angus,S16000081,Angus North and Mearns
S01007284,Argyll and Bute,S16000083,Argyll and Bute
S01007285,Argyll and Bute,S16000083,Argyll and Bute
S01007286,Argyll and Bute,S16000083,Argyll and Bute
S01007287,Argyll and Bute,S16000083,Argyll and Bute
S01007288,Argyll and Bute,S16000083,Argyll and Bute
S01007289,Argyll and Bute,S16000083,Argyll and Bute
S01007290,Argyll and Bute,S16000083,Argyll and Bute
S01007291,Argyll and Bute,S16000083,Argyll and Bute
S01007292,Argyll and Bute,S16000083,Argyll and Bute
S01007293,Argyll and Bute,S16000083,Argyll and Bute
S01007294,Argyll and Bute,S16000083,Argyll and Bute
S01007295,Argyll and Bute,S16000083,Argyll and Bute
S01007296,Argyll and Bute,S16000083,Argyll and Bute
S01007297,Argyll and Bute,S16000083,Argyll and Bute
S01007298,Argyll and Bute,S16000083,Argyll and Bute
S01007299,Argyll and Bute,S16000083,Argyll and Bute
S01007300,Argyll and Bute,S16000083,Argyll and Bute
S01007301,Argyll and Bute,S16000083,Argyll and Bute
S01007302,Argyll and Bute,S16000083,Argyll and Bute
S01007303,Argyll and Bute,S16000083,Argyll and Bute
S01007304,Argyll and Bute,S16000083,Argyll and Bute
S01007305,Argyll and Bute,S16000083,Argyll and Bute
S01007306,Argyll and Bute,S16000083,Argyll and Bute
S01007307,Argyll and Bute,S16000083,Argyll and Bute
S01007308,Argyll and Bute,S16000083,Argyll and Bute
S01007309,Argyll and Bute,S16000083,Argyll and Bute
S01007310,Argyll and Bute,S16000083,Argyll and Bute
S01007311,Argyll and Bute,S16000083,Argyll and Bute
S01007312,Argyll and Bute,S16000083,Argyll and Bute
S01007313,Argyll and Bute,S16000083,Argyll and Bute
S01007314,Argyll and Bute,S16000083,Argyll and Bute
S01007315,Argyll and Bute,S16000083,Argyll and Bute
S01007316,Argyll and Bute,S16000083,Argyll and Bute
S01007317,Argyll and Bute,S16000083,Argyll and Bute
S01007318,Argyll and Bute,S16000083,Argyll and Bute
S01007319,Argyll and Bute,S16000083,Argyll and Bute
S01007320,Argyll and Bute,S16000083,Argyll and Bute
S01007321,Argyll and Bute,S16000083,Argyll and Bute
S01007322,Argyll and Bute,S16000083,Argyll and Bute
S01007323,Argyll and Bute,S16000083,Argyll and Bute
S01007324,Argyll and Bute,S16000083,Argyll and Bute
S01007325,Argyll and Bute,S16000083,Argyll and Bute
S01007326,Argyll and Bute,S16000083,Argyll and Bute
S01007327,Argyll and Bute,S16000083,Argyll and Bute
S01007328,Argyll and Bute,S16000083,Argyll and Bute
S01007329,Argyll and Bute,S16000083,Argyll and Bute
S01007330,Argyll and Bute,S16000083,Argyll and Bute
S01007331,Argyll and Bute,S16000083,Argyll and Bute
S01007332,Argyll and Bute,S16000083,Argyll and Bute
